,date,Civilian Unemployment Rate,Unemployment Rate: White,Unemployment Rate: Hispanic or Latino,Unemployment Rate: Black or African American,Unemployment Rate: Asian,Unemployment Rate: Men,Unemployment Rate: Women,Unemployment Rate: 20 to 24 years,Unemployment Rate: 25 to 34 years,Unemployment Rate: 35 to 44 years,Unemployment Rate: 45 to 54 years,Unemployment Rate: 55 years and over,"Unemployment Rate: Less than a High School Diploma, 25 years and over","Unemployment Rate: High School Graduates, No College, 25 years and over","Unemployment Rate: College Graduates: Bachelor's Degree and Higher, 25 years and over","Unemployment Rate - College Graduates - Master's Degree, 25 years and over","Unemployment Rate - College Graduates - Doctoral Degree, 25 years and over"
0,2021-03-01,6.0,5.4,7.9,9.6,5.9,6.2,5.9,10.3,6.7,5.1,4.5,4.5,8.2,6.7,3.7,3.6,1.6
1,2021-02-01,6.2,5.6,8.5,9.9,5.1,6.3,6.1,9.6,6.4,5.7,4.9,5.3,10.1,7.2,3.8,3.6,1.6
2,2021-01-01,6.3,5.7,8.6,9.2,6.8,6.4,6.3,9.7,6.8,5.7,4.9,5.3,9.1,7.1,4.0,3.7,2.3
3,2020-12-01,6.7,6.0,9.3,9.9,5.8,6.7,6.7,11.2,6.6,5.5,5.3,6.0,9.8,7.8,3.8,3.5,1.4
4,2020-11-01,6.7,5.9,8.4,10.3,6.7,6.9,6.4,10.7,7.0,5.6,5.5,5.8,9.2,7.8,4.2,3.5,1.9
5,2020-10-01,6.9,6.0,8.8,10.8,7.5,7.0,6.8,10.9,7.3,5.8,6.0,5.5,9.9,8.1,4.2,3.6,1.9
6,2020-09-01,7.8,7.0,10.3,12.0,8.8,7.7,8.0,12.5,8.6,6.2,6.4,6.6,10.7,9.0,4.7,3.9,2.0
7,2020-08-01,8.4,7.4,10.5,12.8,10.7,8.3,8.6,14.1,9.6,6.4,6.2,7.6,12.6,9.8,5.3,4.9,3.7
8,2020-07-01,10.2,9.2,12.7,14.4,12.2,9.8,10.6,18.1,11.3,8.0,7.8,8.7,15.1,10.8,6.7,6.0,3.6
9,2020-06-01,11.1,10.1,14.5,15.3,13.9,10.5,11.7,19.6,11.7,9.0,8.4,9.6,16.4,12.2,6.9,5.6,4.5
10,2020-05-01,13.3,12.3,17.6,16.7,14.8,12.2,14.5,23.1,13.4,10.1,10.7,11.8,19.6,15.3,7.4,5.6,3.5
11,2020-04-01,14.8,14.1,18.9,16.7,14.3,13.6,16.1,25.6,14.6,11.5,12.3,13.6,21.0,17.3,8.4,6.7,3.2
12,2020-03-01,4.4,3.9,6.0,6.8,4.1,4.4,4.4,8.6,4.2,3.4,3.2,3.3,6.9,4.3,2.5,2.5,1.9
13,2020-02-01,3.5,3.0,4.4,6.0,2.5,3.5,3.4,6.3,3.7,2.7,2.5,2.6,5.8,3.5,1.9,1.7,1.2
14,2020-01-01,3.5,3.0,4.3,6.1,3.2,3.5,3.5,6.6,3.8,2.7,2.4,2.6,5.7,3.7,2.0,2.0,0.9
15,2019-12-01,3.6,3.1,4.3,6.2,2.4,3.5,3.6,6.6,3.7,2.8,2.5,2.4,5.3,3.7,1.9,1.8,1.1
16,2019-11-01,3.6,3.3,4.3,5.7,2.6,3.6,3.6,6.7,3.7,2.8,2.6,2.7,5.4,3.8,2.0,2.1,1.1
17,2019-10-01,3.6,3.3,4.2,5.6,2.8,3.7,3.5,6.4,3.8,2.7,2.6,2.7,5.7,3.8,2.1,2.0,0.6
18,2019-09-01,3.5,3.2,4.0,5.4,2.4,3.6,3.3,6.4,3.5,2.6,2.8,2.4,5.0,3.6,2.0,1.8,0.9
19,2019-08-01,3.7,3.4,4.2,5.2,2.9,3.7,3.6,7.1,3.6,2.8,2.8,2.6,5.4,3.6,2.1,2.5,1.6
20,2019-07-01,3.6,3.3,4.4,5.6,3.0,3.7,3.6,6.5,3.7,2.7,2.6,2.6,5.0,3.6,2.2,2.9,0.9
21,2019-06-01,3.6,3.3,4.3,6.0,2.3,3.6,3.6,5.9,3.5,2.8,2.8,3.0,5.3,4.0,2.1,2.4,1.2
22,2019-05-01,3.7,3.3,4.1,6.1,2.3,3.7,3.6,6.9,3.5,2.7,2.6,2.8,5.2,3.6,2.2,1.7,1.0
23,2019-04-01,3.7,3.2,4.1,6.6,2.1,3.9,3.5,6.6,3.9,2.7,2.6,2.6,5.3,3.5,2.1,1.5,0.9
24,2019-03-01,3.8,3.3,4.5,6.5,3.0,3.9,3.7,7.1,3.9,2.8,2.8,2.6,5.8,3.6,2.0,1.8,1.1
25,2019-02-01,3.8,3.2,4.3,7.0,3.2,3.8,3.8,7.1,4.0,2.6,2.8,2.7,5.4,3.6,2.2,1.8,1.4
26,2019-01-01,4.0,3.5,4.8,6.9,3.2,4.0,3.9,7.5,3.9,2.9,2.9,3.2,5.8,3.6,2.4,2.2,1.3
27,2018-12-01,3.9,3.4,4.5,6.8,3.1,4.0,3.8,7.4,4.0,2.8,2.9,3.0,5.9,3.8,2.2,2.1,1.3
28,2018-11-01,3.8,3.4,4.6,6.2,2.7,3.7,3.8,6.9,3.8,3.0,2.7,2.9,5.7,3.6,2.2,2.0,0.9
29,2018-10-01,3.8,3.3,4.4,6.4,3.1,3.8,3.7,7.0,3.7,3.0,2.8,2.9,6.0,4.1,2.0,1.9,1.0
30,2018-09-01,3.7,3.3,4.6,6.2,3.5,3.8,3.6,7.0,3.6,2.9,2.7,2.8,5.8,3.8,2.0,1.9,1.6
31,2018-08-01,3.8,3.4,4.7,6.2,3.0,3.9,3.8,6.8,4.1,2.9,2.5,3.0,5.6,3.9,2.0,2.9,1.8
32,2018-07-01,3.8,3.3,4.5,6.4,3.3,3.8,3.8,6.7,3.5,2.9,2.8,3.0,5.0,4.1,2.2,3.0,1.6
33,2018-06-01,4.0,3.5,4.6,6.5,3.4,4.1,3.9,7.3,3.9,3.1,3.1,3.1,5.5,4.2,2.3,2.6,1.9
34,2018-05-01,3.8,3.5,4.8,5.8,2.0,4.0,3.7,6.9,3.9,2.9,2.8,2.8,5.3,4.0,2.1,1.7,1.6
35,2018-04-01,4.0,3.6,4.8,6.5,2.7,4.2,3.9,6.9,4.3,3.0,2.9,3.0,5.8,4.3,2.1,1.6,1.5
36,2018-03-01,4.0,3.5,4.9,6.6,3.0,4.0,4.0,6.5,4.0,3.2,2.8,3.1,5.4,4.2,2.2,1.8,2.2
37,2018-02-01,4.1,3.6,4.9,6.8,3.0,4.0,4.1,6.8,4.2,3.1,2.9,3.2,5.7,4.3,2.2,2.2,2.0
38,2018-01-01,4.0,3.5,4.9,7.5,3.1,4.1,4.0,7.1,4.2,3.0,2.9,3.0,5.5,4.4,2.1,2.3,1.5
39,2017-12-01,4.1,3.7,5.0,6.9,2.4,4.1,4.1,7.3,4.5,3.0,2.7,3.3,6.3,4.2,2.2,1.8,1.6
40,2017-11-01,4.2,3.7,4.9,7.5,3.0,4.3,4.1,7.5,4.4,3.2,2.8,3.2,5.2,4.4,2.1,1.8,1.4
41,2017-10-01,4.1,3.6,5.0,7.6,2.9,4.3,4.0,7.4,4.5,3.1,2.8,3.1,6.0,4.3,2.1,1.7,1.8
42,2017-09-01,4.2,3.7,5.1,7.2,3.5,4.3,4.2,7.6,4.4,3.2,3.1,3.2,6.9,4.4,2.3,2.0,1.5
43,2017-08-01,4.4,3.9,5.1,7.5,4.0,4.5,4.3,7.1,4.8,3.4,3.5,3.1,6.1,5.1,2.4,2.9,2.4
44,2017-07-01,4.3,3.7,5.1,7.2,4.0,4.3,4.1,7.2,4.6,3.4,3.1,3.1,7.1,4.5,2.3,2.8,1.7
45,2017-06-01,4.3,3.8,5.0,7.1,3.8,4.3,4.3,7.2,4.4,3.3,3.6,3.1,6.5,4.6,2.3,2.8,0.9
46,2017-05-01,4.4,3.8,5.2,7.6,3.5,4.3,4.5,6.5,4.9,3.4,3.3,3.2,6.2,4.8,2.4,2.1,0.7
47,2017-04-01,4.5,3.9,5.2,7.8,3.1,4.5,4.5,7.5,4.4,3.7,3.5,3.2,6.4,4.6,2.5,2.0,0.8
48,2017-03-01,4.4,3.9,5.0,7.9,3.2,4.5,4.3,7.3,4.5,3.9,3.1,3.3,6.5,4.8,2.4,2.2,1.4
49,2017-02-01,4.6,4.0,5.6,8.0,3.5,4.6,4.6,8.0,4.7,4.1,3.2,3.4,7.7,4.8,2.4,1.9,2.1
50,2017-01-01,4.7,4.2,5.8,7.4,3.8,4.7,4.7,7.9,4.9,3.9,3.2,3.5,7.4,5.2,2.5,2.4,1.2
51,2016-12-01,4.7,4.2,5.8,8.0,2.6,4.8,4.6,8.2,4.7,4.0,3.3,3.6,7.5,5.1,2.5,2.1,1.9
52,2016-11-01,4.7,4.2,5.6,8.2,3.0,4.9,4.6,8.3,4.9,3.6,3.5,3.6,7.9,5.0,2.4,1.9,1.2
53,2016-10-01,4.9,4.4,5.7,8.5,3.3,5.0,4.7,8.6,5.1,3.9,3.5,3.7,7.5,5.5,2.6,2.1,2.0
54,2016-09-01,5.0,4.4,6.2,8.5,3.8,5.1,4.8,8.2,5.2,4.2,3.6,3.6,8.7,5.2,2.5,2.6,1.5
55,2016-08-01,4.9,4.4,5.6,8.0,4.2,5.0,4.8,8.1,5.1,4.0,3.6,3.5,7.4,5.0,2.6,3.0,2.1
56,2016-07-01,4.8,4.2,5.4,8.2,4.1,5.0,4.5,8.8,5.0,3.4,3.4,3.6,6.5,5.1,2.4,3.2,2.0
57,2016-06-01,4.9,4.3,6.0,8.7,3.7,4.9,4.8,8.4,5.2,3.8,3.5,3.5,7.6,5.1,2.5,2.6,1.4
58,2016-05-01,4.8,4.2,5.7,8.2,3.9,4.8,4.8,8.3,5.1,3.6,3.5,3.4,7.4,5.1,2.5,1.9,2.1
59,2016-04-01,5.1,4.4,6.2,8.8,3.6,5.1,5.0,9.1,5.2,4.1,3.6,3.7,7.6,5.5,2.5,1.8,1.6
60,2016-03-01,5.0,4.3,5.6,8.9,3.9,4.9,5.1,8.6,5.2,3.8,3.6,3.9,7.3,5.3,2.6,2.5,1.6
61,2016-02-01,4.9,4.2,5.5,8.6,3.9,4.9,4.8,8.6,5.0,3.7,3.5,3.8,7.0,5.1,2.5,2.2,1.0
62,2016-01-01,4.8,4.2,5.9,8.5,3.7,4.8,4.9,7.8,5.0,3.9,3.5,3.7,7.1,5.1,2.5,2.4,1.3
63,2015-12-01,5.0,4.4,6.2,8.5,4.0,5.1,4.9,9.2,5.3,4.0,3.7,3.2,6.4,5.6,2.5,2.3,1.6
64,2015-11-01,5.1,4.4,6.4,9.4,3.9,5.2,5.0,9.7,5.5,4.0,3.4,3.7,6.8,5.4,2.5,2.5,1.4
65,2015-10-01,5.0,4.4,6.3,9.0,3.5,5.1,5.0,9.2,5.3,4.1,3.7,3.5,7.6,5.2,2.5,2.4,1.6
66,2015-09-01,5.0,4.4,6.2,9.3,3.5,5.1,5.0,9.2,5.1,4.0,3.4,3.8,7.9,5.3,2.5,2.2,2.1
67,2015-08-01,5.1,4.4,6.6,9.4,3.4,5.1,5.0,9.1,5.1,3.8,3.7,3.8,7.9,5.5,2.4,2.6,1.4
68,2015-07-01,5.2,4.5,6.9,9.1,4.2,5.2,5.2,9.7,5.5,4.1,3.7,3.7,8.3,5.5,2.5,3.3,1.6
69,2015-06-01,5.3,4.6,6.7,9.7,4.1,5.3,5.1,9.7,5.6,4.0,3.4,3.7,8.2,5.4,2.5,2.6,2.1
70,2015-05-01,5.6,4.8,6.8,10.3,3.9,5.7,5.5,10.3,5.8,4.5,3.9,3.8,8.7,5.8,2.8,2.1,1.6
71,2015-04-01,5.4,4.7,6.8,9.7,4.2,5.5,5.4,9.7,5.8,4.3,3.9,4.0,8.4,5.5,2.7,2.1,2.0
72,2015-03-01,5.4,4.8,6.8,9.9,3.1,5.6,5.3,10.7,5.7,4.1,3.7,3.9,8.6,5.3,2.4,1.9,1.7
73,2015-02-01,5.5,4.7,6.8,10.1,4.1,5.6,5.3,10.0,5.4,4.4,3.9,4.2,8.2,5.4,2.7,2.5,2.0
74,2015-01-01,5.7,4.9,6.7,10.3,4.1,5.8,5.5,9.6,5.9,4.4,4.2,4.1,8.3,5.4,2.8,2.7,1.8
75,2014-12-01,5.6,4.7,6.4,10.6,4.2,5.7,5.4,10.5,5.8,4.3,4.0,3.9,8.6,5.3,2.8,2.5,1.9
76,2014-11-01,5.8,5.0,6.6,10.9,4.8,5.9,5.8,10.8,6.0,4.4,4.2,4.5,8.6,5.7,3.2,2.6,2.2
77,2014-10-01,5.7,4.9,6.8,10.6,5.0,5.6,5.9,10.3,6.1,4.4,4.0,4.1,8.1,5.7,3.0,2.7,1.7
78,2014-09-01,5.9,5.1,6.8,11.0,4.3,5.9,6.0,11.6,6.3,4.4,4.1,3.9,8.5,5.4,2.9,2.7,1.5
79,2014-08-01,6.1,5.3,7.4,11.4,4.5,6.3,6.0,11.0,6.8,4.8,4.1,4.5,9.2,6.1,3.2,3.3,2.5
80,2014-07-01,6.2,5.3,7.7,11.6,4.5,6.2,6.1,11.0,6.5,4.8,4.1,4.5,9.5,6.1,3.1,3.2,1.8
81,2014-06-01,6.1,5.3,7.8,11.0,5.1,6.3,5.8,10.5,6.5,4.7,4.2,4.5,9.2,5.9,3.3,3.0,2.8
82,2014-05-01,6.3,5.4,7.7,11.4,5.3,6.4,6.2,11.1,6.6,5.0,4.5,4.6,9.2,6.5,3.2,2.7,2.3
83,2014-04-01,6.2,5.3,7.2,11.6,5.7,6.4,6.1,10.8,6.7,4.9,4.6,4.7,8.7,6.2,3.3,2.7,1.6
84,2014-03-01,6.7,5.8,7.9,12.1,5.4,6.7,6.6,12.4,6.9,5.2,4.9,4.7,9.4,6.3,3.4,3.0,2.4
85,2014-02-01,6.7,5.8,8.2,11.8,6.0,6.9,6.4,12.0,7.1,5.0,5.1,4.5,9.8,6.4,3.4,2.7,2.4
86,2014-01-01,6.6,5.7,8.3,12.1,4.8,6.8,6.3,11.9,6.8,5.0,5.0,4.5,9.4,6.5,3.3,3.0,1.7
87,2013-12-01,6.7,5.9,8.3,11.9,4.1,6.8,6.6,10.8,6.9,5.4,5.0,5.1,9.8,7.0,3.3,2.8,1.4
88,2013-11-01,6.9,6.1,8.7,12.3,5.3,7.2,6.7,11.6,7.3,5.7,5.5,4.9,10.7,7.2,3.4,3.1,1.4
89,2013-10-01,7.2,6.3,9.1,12.8,5.2,7.5,6.8,12.2,7.1,5.7,5.8,5.5,10.9,7.2,3.7,3.3,2.5
90,2013-09-01,7.2,6.3,8.8,13.0,5.3,7.7,6.7,12.8,7.4,5.6,5.6,5.2,10.5,7.6,3.7,3.1,2.0
91,2013-08-01,7.2,6.4,9.2,12.8,5.1,7.7,6.7,13.2,7.7,5.6,5.4,5.0,11.1,7.4,3.4,3.3,2.5
92,2013-07-01,7.3,6.5,9.4,12.6,5.7,7.7,6.8,12.4,7.5,5.9,5.6,5.0,10.8,7.5,3.8,4.1,3.3
93,2013-06-01,7.5,6.6,9.1,14.2,5.0,7.7,7.3,13.5,7.6,5.9,5.8,5.4,10.7,7.7,3.8,4.1,2.1
94,2013-05-01,7.5,6.7,9.0,13.4,4.3,7.9,7.1,13.3,7.2,6.0,5.9,5.3,11.0,7.3,3.9,3.4,1.9
95,2013-04-01,7.6,6.7,9.0,13.3,5.1,7.8,7.3,13.4,7.5,5.9,5.9,5.5,11.6,7.5,3.9,3.0,1.8
96,2013-03-01,7.5,6.7,9.3,13.0,5.0,7.6,7.5,13.1,7.5,6.1,5.7,5.5,11.1,7.7,3.8,3.2,1.9
97,2013-02-01,7.7,6.8,9.7,13.8,6.1,7.8,7.6,12.9,7.7,6.2,5.6,5.7,11.3,7.9,3.9,3.8,2.5
98,2013-01-01,8.0,7.1,9.7,13.7,6.5,8.2,7.8,14.2,7.7,6.5,6.0,6.0,12.0,8.1,3.8,3.5,2.7
99,2012-12-01,7.9,6.9,9.6,14.0,6.6,7.9,7.9,13.8,7.8,6.6,5.8,5.9,11.8,8.0,4.0,3.4,2.0
100,2012-11-01,7.7,6.8,9.9,13.3,6.4,7.9,7.6,12.9,7.7,6.2,6.0,5.8,12.0,8.0,3.9,3.3,2.1
101,2012-10-01,7.8,6.9,10.0,14.1,4.9,7.9,7.6,13.1,8.1,6.2,6.0,5.9,12.1,8.3,3.7,3.3,2.2
102,2012-09-01,7.8,7.0,9.7,13.6,4.8,8.0,7.6,12.3,8.0,6.3,6.0,5.9,11.7,8.5,4.0,3.3,2.3
103,2012-08-01,8.1,7.2,10.1,13.8,5.9,8.3,7.8,13.9,8.2,6.6,6.3,5.8,11.8,8.6,4.1,4.2,2.8
104,2012-07-01,8.2,7.3,10.2,14.2,6.2,8.3,8.0,13.4,8.1,6.7,6.5,6.2,12.4,8.5,4.1,4.3,2.7
105,2012-06-01,8.2,7.3,10.9,14.5,6.3,8.4,7.9,13.6,8.2,7.0,6.4,6.2,12.6,8.6,4.0,3.5,2.6
106,2012-05-01,8.2,7.4,10.9,13.5,5.2,8.4,7.9,13.0,8.2,6.7,6.3,6.5,12.9,8.3,3.9,2.9,2.5
107,2012-04-01,8.2,7.4,10.3,13.3,5.2,8.3,8.0,13.3,8.2,6.6,6.2,6.3,12.5,8.0,4.0,3.2,2.1
108,2012-03-01,8.2,7.3,10.6,14.0,6.2,8.4,8.0,13.0,8.7,6.4,6.3,6.2,12.8,8.1,4.1,3.5,2.5
109,2012-02-01,8.3,7.4,10.9,14.0,6.3,8.4,8.1,13.8,8.6,6.8,6.5,5.8,13.1,8.3,4.2,3.7,3.1
110,2012-01-01,8.3,7.4,10.7,13.6,6.7,8.4,8.2,13.3,9.0,6.8,6.4,5.9,13.0,8.5,4.3,3.9,3.4
111,2011-12-01,8.5,7.5,11.1,15.4,6.8,8.7,8.3,14.3,9.3,6.8,6.5,6.2,13.7,8.7,4.1,3.6,3.5
112,2011-11-01,8.6,7.7,11.2,15.6,6.5,8.9,8.3,14.3,9.1,7.0,6.6,6.3,12.8,8.8,4.4,3.8,3.2
113,2011-10-01,8.8,7.9,11.3,14.6,7.3,9.2,8.4,13.9,9.5,7.2,6.9,7.0,13.5,9.4,4.3,3.6,3.3
114,2011-09-01,9.0,7.9,11.2,15.9,7.8,9.3,8.7,14.6,9.5,7.5,7.1,6.6,14.3,9.4,4.2,3.6,2.1
115,2011-08-01,9.0,7.9,11.2,16.4,7.1,9.4,8.5,14.5,9.4,7.7,7.0,6.6,14.1,9.3,4.2,3.9,1.9
116,2011-07-01,9.0,8.0,11.2,15.9,7.7,9.5,8.4,14.5,9.6,7.0,7.1,6.8,14.5,9.1,4.2,3.6,2.3
117,2011-06-01,9.1,8.1,11.5,16.2,6.8,9.6,8.5,14.3,9.6,7.7,7.3,6.9,14.4,10.0,4.3,3.7,2.0
118,2011-05-01,9.0,7.9,11.6,16.3,7.0,9.5,8.5,14.8,9.5,7.5,7.2,6.7,14.5,9.6,4.5,3.8,1.7
119,2011-04-01,9.1,8.1,11.9,16.5,6.4,9.6,8.5,14.9,9.8,7.4,7.2,6.5,14.7,9.9,4.5,3.1,2.0
120,2011-03-01,9.0,8.0,11.6,15.8,7.1,9.5,8.4,15.0,9.3,7.2,7.2,6.5,14.1,9.7,4.4,3.6,2.7
121,2011-02-01,9.0,8.1,11.8,15.5,6.8,9.5,8.5,15.3,9.5,7.4,7.1,6.5,14.0,9.7,4.3,3.4,2.6
122,2011-01-01,9.1,8.1,12.3,15.8,6.9,9.7,8.5,15.2,9.3,7.4,7.2,6.7,14.3,9.5,4.3,3.7,2.6
123,2010-12-01,9.3,8.5,12.9,15.5,7.2,10.0,8.5,15.1,9.9,7.7,7.5,6.8,15.0,9.8,4.8,3.5,3.2
124,2010-11-01,9.8,8.9,12.9,16.2,7.6,10.5,9.0,16.1,10.4,7.8,8.1,7.2,15.4,10.0,5.0,3.9,2.5
125,2010-10-01,9.4,8.6,12.3,15.6,7.1,10.1,8.7,15.3,9.6,7.8,7.6,7.1,15.0,9.8,4.6,3.8,2.0
126,2010-09-01,9.5,8.6,12.3,16.0,6.4,10.2,8.6,14.8,9.8,8.3,7.5,7.1,15.6,9.7,4.5,4.4,2.8
127,2010-08-01,9.5,8.6,12.0,15.9,7.2,10.3,8.6,14.7,9.7,7.7,8.0,7.4,14.1,10.0,4.6,4.9,2.3
128,2010-07-01,9.4,8.5,12.2,15.6,8.2,10.3,8.5,15.5,9.8,7.9,7.4,6.8,13.5,10.0,4.5,4.9,1.9
129,2010-06-01,9.4,8.6,12.3,15.2,7.7,10.4,8.3,15.2,10.2,7.8,7.5,6.8,14.2,10.6,4.4,4.0,1.3
130,2010-05-01,9.6,8.7,12.0,15.5,7.5,10.4,8.8,14.7,10.6,7.9,7.6,7.0,14.6,10.9,4.6,3.3,1.5
131,2010-04-01,9.9,9.0,12.5,16.6,6.8,10.9,8.8,17.2,10.3,8.2,7.8,7.0,14.7,10.8,4.8,3.5,1.3
132,2010-03-01,9.9,8.9,12.9,16.8,7.5,10.9,8.7,15.8,10.2,8.6,7.9,6.9,14.9,11.0,4.9,3.9,1.4
133,2010-02-01,9.8,8.9,12.7,16.1,8.4,10.9,8.6,15.8,10.0,8.8,7.6,7.2,15.8,10.7,4.9,4.2,1.2
134,2010-01-01,9.8,8.8,12.9,16.5,8.4,11.0,8.4,15.9,10.0,8.5,7.8,6.9,15.3,10.2,4.9,4.4,1.9
135,2009-12-01,9.9,9.0,12.8,16.1,8.4,10.9,8.7,15.5,10.0,8.7,7.8,7.2,15.0,10.6,4.9,3.9,2.7
136,2009-11-01,9.9,9.2,12.4,15.7,7.3,11.0,8.6,16.0,10.3,8.6,7.6,7.0,14.7,10.3,4.8,4.2,2.0
137,2009-10-01,10.0,9.2,12.8,15.8,7.5,11.1,8.7,15.8,10.6,9.0,7.7,6.9,15.2,11.0,4.7,3.9,2.0
138,2009-09-01,9.8,8.9,12.6,15.3,7.4,10.9,8.5,15.3,10.4,8.6,7.9,6.7,14.9,10.6,5.0,4.2,2.8
139,2009-08-01,9.6,8.9,13.0,14.8,7.5,10.7,8.3,15.2,10.4,8.2,7.6,6.8,15.6,9.7,4.8,4.5,2.2
140,2009-07-01,9.5,8.7,12.5,14.8,8.3,10.5,8.3,15.1,10.1,7.9,7.4,6.8,15.3,9.5,4.8,5.0,3.6
141,2009-06-01,9.5,8.7,12.1,14.8,8.2,10.6,8.3,15.1,10.0,8.1,7.3,7.0,15.6,9.7,4.8,4.1,3.5
142,2009-05-01,9.4,8.5,12.3,15.0,6.7,10.6,8.0,15.0,10.3,8.1,6.9,6.7,15.2,10.0,4.8,3.3,2.7
143,2009-04-01,9.0,8.1,11.4,15.0,6.6,10.1,7.6,14.4,9.8,7.7,6.7,6.5,14.9,9.5,4.4,3.6,1.7
144,2009-03-01,8.7,8.0,11.7,13.7,6.4,9.7,7.6,14.0,9.3,7.3,6.8,6.3,14.0,9.2,4.3,3.6,1.8
145,2009-02-01,8.3,7.6,11.3,13.7,6.9,9.2,7.3,13.2,9.1,6.9,6.4,5.8,13.2,8.5,4.1,3.5,2.0
146,2009-01-01,7.8,7.1,10.1,12.7,6.2,8.6,7.0,12.5,8.3,6.7,6.0,5.4,12.4,8.2,3.9,3.5,2.6
147,2008-12-01,7.3,6.7,9.4,12.1,5.1,8.0,6.5,12.3,7.6,5.9,5.6,5.0,11.1,7.8,3.6,3.4,2.1
148,2008-11-01,6.8,6.2,8.7,11.5,4.8,7.4,6.2,11.2,7.1,5.5,5.1,4.8,10.8,7.0,3.2,3.0,2.4
149,2008-10-01,6.5,5.9,8.8,11.4,3.8,7.1,5.9,10.8,6.7,5.4,4.6,4.5,10.3,6.4,3.1,2.9,2.6
150,2008-09-01,6.1,5.4,8.0,11.3,3.8,6.7,5.5,11.0,6.2,5.1,4.3,4.2,9.8,6.2,2.6,2.4,2.0
151,2008-08-01,6.1,5.4,8.0,10.6,4.4,6.3,5.9,10.7,6.2,5.1,4.3,4.2,9.7,5.8,2.8,2.7,2.3
152,2008-07-01,5.8,5.2,7.5,10.0,4.0,6.2,5.3,10.2,5.7,4.7,3.8,3.7,8.6,5.4,2.5,2.7,2.4
153,2008-06-01,5.6,5.0,7.6,9.4,4.5,5.8,5.3,10.0,5.4,4.4,3.8,3.3,8.7,5.1,2.4,2.5,2.0
154,2008-05-01,5.4,4.8,6.9,9.6,3.8,5.6,5.2,10.2,5.2,4.2,3.8,3.2,8.1,5.0,2.2,2.2,1.7
155,2008-04-01,5.0,4.4,7.1,8.6,3.2,5.2,4.8,8.7,5.1,3.9,3.7,3.0,7.7,5.0,2.1,1.6,1.5
156,2008-03-01,5.1,4.5,6.9,9.2,3.6,5.2,5.0,9.4,5.3,3.8,3.5,3.4,8.4,5.1,2.1,1.6,1.7
157,2008-02-01,4.9,4.4,6.2,8.4,3.0,5.0,4.7,9.0,4.9,3.6,3.4,3.3,7.4,4.7,2.0,1.7,1.8
158,2008-01-01,5.0,4.4,6.3,9.1,3.2,5.2,4.8,8.9,5.1,3.6,3.4,3.3,7.7,4.7,2.1,1.8,1.7
159,2007-12-01,5.0,4.4,6.3,9.0,3.7,5.1,4.9,9.4,4.9,3.8,3.5,3.2,7.7,4.7,2.1,1.6,2.2
160,2007-11-01,4.7,4.2,5.9,8.5,3.6,4.8,4.6,8.3,4.7,3.6,3.3,3.0,7.7,4.5,2.2,1.7,2.5
161,2007-10-01,4.7,4.1,5.7,8.5,3.7,4.8,4.6,8.6,4.7,3.4,3.4,3.1,7.3,4.6,2.1,1.7,1.7
162,2007-09-01,4.7,4.2,5.9,8.0,3.2,4.8,4.5,9.0,4.8,3.3,3.1,3.1,7.6,4.5,2.0,1.9,1.7
163,2007-08-01,4.6,4.2,5.5,7.6,3.4,4.7,4.6,8.4,4.6,3.6,3.1,3.2,6.5,4.4,2.1,2.6,1.4
164,2007-07-01,4.7,4.2,5.9,8.1,3.0,4.7,4.6,8.3,4.6,3.8,3.2,3.2,7.3,4.6,2.1,2.3,1.2
165,2007-06-01,4.6,4.1,5.5,8.5,3.1,4.7,4.4,8.0,4.6,3.3,3.0,3.1,6.7,4.1,2.0,2.0,1.3
166,2007-05-01,4.4,3.9,5.8,8.3,2.9,4.6,4.3,7.2,4.4,3.3,3.1,3.2,6.6,4.4,2.0,1.6,0.5
167,2007-04-01,4.5,4.0,5.6,8.3,3.3,4.6,4.4,7.8,4.4,3.4,3.1,3.1,7.1,4.1,1.9,1.3,0.9
168,2007-03-01,4.4,3.8,5.0,8.4,3.0,4.5,4.3,7.7,4.3,3.2,3.1,3.1,6.9,4.0,1.8,1.8,0.6
169,2007-02-01,4.5,4.1,5.1,8.0,2.7,4.7,4.3,7.6,4.9,3.3,3.2,3.1,7.3,4.3,1.9,1.7,1.3
170,2007-01-01,4.6,4.2,5.5,7.9,3.2,4.7,4.5,8.1,4.9,3.4,3.0,3.3,6.9,4.3,2.1,1.7,1.3
171,2006-12-01,4.4,3.9,5.0,8.3,2.4,4.5,4.4,7.8,4.3,3.7,2.9,3.0,6.7,4.3,1.8,1.5,1.1
172,2006-11-01,4.5,4.0,5.1,8.5,3.2,4.5,4.5,8.5,4.4,3.5,2.8,3.0,6.6,4.3,1.8,1.6,1.4
173,2006-10-01,4.4,3.9,4.8,8.4,2.7,4.4,4.4,8.4,4.6,2.9,2.7,3.0,5.8,4.1,1.9,1.7,1.2
174,2006-09-01,4.5,3.9,5.5,9.0,2.8,4.4,4.7,7.9,4.5,3.5,3.0,2.9,6.4,4.1,2.1,2.1,1.2
175,2006-08-01,4.7,4.1,5.3,8.8,2.9,4.7,4.6,8.2,4.4,3.8,3.3,2.9,6.8,4.6,1.8,2.0,1.4
176,2006-07-01,4.7,4.1,5.2,9.5,2.7,4.7,4.7,8.4,4.8,3.6,3.2,3.1,7.1,4.5,2.0,2.3,1.3
